paperswithcode_link,github_user_id
https://paperswithcode.com/paper/contrastive-explanations-with-local-foil, MarcelRobeer
https://paperswithcode.com/paper/contrastive-explanations-with-local-foil, YevgenyW
https://paperswithcode.com/paper/deduce-a-pattern-matching-method-for, vmenger
https://physics.paperswithcode.com/paper/communities-in-networks, JoostGadellaa
