html_url_repository,language,num_chars,date
https://github.com/asreview/systematic-review-datasets,Jupyter Notebook,8399670,2022-01-16
https://github.com/asreview/systematic-review-datasets,Python,4423,2022-01-16
https://github.com/asreview/template-extension-new-dataset,Python,2043,2022-01-16
https://github.com/asreview/template-extension-new-model,Python,1915,2022-01-16
https://github.com/basm92/applied_microeconometrics,Rich Text Format,67866,2022-01-16
https://github.com/basm92/applied_microeconometrics,TeX,5060,2022-01-16
https://github.com/basm92/Big-Data-Big-Questions,R,11575,2022-01-16
https://github.com/basm92/Clio,R,10141,2022-01-16
https://github.com/basm92/econometrics_i,TeX,2074,2022-01-16
https://github.com/basm92/Getting-and-Cleaning-Data,HTML,673884,2022-01-16
https://github.com/basm92/Getting-and-Cleaning-Data,R,2571,2022-01-16
https://github.com/basm92/hdng,R,9455,2022-01-16
https://github.com/basm92/macroeconomics_i,Jupyter Notebook,639088,2022-01-16
https://github.com/basm92/micro2_gametheory,Jupyter Notebook,124212,2022-01-16
https://github.com/basm92/Miscprojects,HTML,5365533,2022-01-16
https://github.com/basm92/Miscprojects,TeX,70013,2022-01-16
https://github.com/basm92/Miscprojects,R,7978,2022-01-16
https://github.com/basm92/Miscprojects,Python,1129,2022-01-16
https://github.com/basm92/Miscprojects,CSS,900,2022-01-16
https://github.com/basm92/phd_thesis,HTML,145906,2022-01-16
https://github.com/basm92/phd_thesis,CSS,55691,2022-01-16
https://github.com/basm92/phd_thesis,JavaScript,28319,2022-01-16
https://github.com/basm92/phd_thesis,TeX,25555,2022-01-16
https://github.com/basm92/polelite_votingbehavior,R,271095,2022-01-16
https://github.com/basm92/polelite_votingbehavior,TeX,96955,2022-01-16
https://github.com/basm92/polelite_votingbehavior,HTML,6990,2022-01-16
https://github.com/basm92/Polrents,Jupyter Notebook,808210,2022-01-16
https://github.com/basm92/Polrents,R,160106,2022-01-16
https://github.com/basm92/Polrents,TeX,68195,2022-01-16
https://github.com/basm92/Polrents,HTML,11943,2022-01-16
https://github.com/basm92/Polrents,Python,11025,2022-01-16
https://github.com/basm92/Polrents,CSS,2172,2022-01-16
https://github.com/basm92/Polrents,JavaScript,507,2022-01-16
https://github.com/basm92/R_Introduction,HTML,3546359,2022-01-16
https://github.com/basm92/R_Introduction,R,2984,2022-01-16
https://github.com/basm92/TheWoDPE,Jupyter Notebook,181077,2022-01-16
https://github.com/basm92/TheWoDPE,TeX,142475,2022-01-16
https://github.com/basm92/TheWoDPE,R,65091,2022-01-16
https://github.com/basm92/UU_PhD_BasMachielsen,HTML,1330671,2022-01-16
https://github.com/basm92/UU_PhD_BasMachielsen,R,227945,2022-01-16
https://github.com/basm92/UU_PhD_BasMachielsen,Jupyter Notebook,6053,2022-01-16
https://github.com/basm92/UU_PhD_BasMachielsen,TeX,5982,2022-01-16
https://github.com/basm92/website,HTML,1425533,2022-01-16
https://github.com/basm92/website,JavaScript,408861,2022-01-16
https://github.com/basm92/website,CSS,70904,2022-01-16
https://github.com/Bastiaansen/Climate_Feedback_Projections,Jupyter Notebook,6953146,2022-01-16
https://github.com/Bastiaansen/Climate_Feedback_Projections,MATLAB,63960,2022-01-16
https://github.com/Bastiaansen/Climate_Feedback_Projections,Python,43411,2022-01-16
https://github.com/Bastiaansen/MCLR-ECS-estimation,Jupyter Notebook,1707031,2022-01-16
https://github.com/Bastiaansen/MCLR-ECS-estimation,Python,35443,2022-01-16
https://github.com/Bastiaansen/MCLR-ECS-estimation,MATLAB,34558,2022-01-16
https://github.com/berg0138/NumericalMethods_Python,Jupyter Notebook,577408,2022-01-16
https://github.com/billjee/BataclanSlim,Java,631782,2022-01-16
https://github.com/billjee/BataclanSlim,AMPL,39139,2022-01-16
https://github.com/billjee/bsmd,Python,43994,2022-01-16
https://github.com/billjee/bsmd,Dockerfile,2830,2022-01-16
https://github.com/billjee/bsmd,Shell,176,2022-01-16
https://github.com/billjee/simpsynz,Java,202401,2022-01-16
https://github.com/billjee/simpsynz,C#,194699,2022-01-16
https://github.com/bricker0/BasicWebsite,CSS,922,2022-01-16
https://github.com/bricker0/BasicWebsite,HTML,854,2022-01-16
https://github.com/bricker0/BasicWebsite,JavaScript,201,2022-01-16
https://github.com/bricker0/Leaflet_2017,HTML,5028,2022-01-16
https://github.com/bricker0/MyLocation,Swift,22906,2022-01-16
https://github.com/bricker0/Seattle-Feature-Service,HTML,7296,2022-01-16
https://github.com/cjvanlissa/bain,R,343300,2022-01-16
https://github.com/cjvanlissa/bain,Fortran,26065,2022-01-16
https://github.com/cjvanlissa/bain,C,804,2022-01-16
https://github.com/cjvanlissa/bain_parser,R,27195,2022-01-16
https://github.com/cjvanlissa/BFpack_paper,HTML,700019,2022-01-16
https://github.com/cjvanlissa/BFpack_paper,TeX,119009,2022-01-16
https://github.com/cjvanlissa/BFpack_paper,R,4812,2022-01-16
https://github.com/cjvanlissa/coping_covid,PostScript,233603,2022-01-16
https://github.com/cjvanlissa/coping_covid,HTML,123762,2022-01-16
https://github.com/cjvanlissa/coping_covid,R,111387,2022-01-16
https://github.com/cjvanlissa/COVID19_metadata,R,366030,2022-01-16
https://github.com/cjvanlissa/developmentaldatascience,HTML,74662,2022-01-16
https://github.com/cjvanlissa/developmentaldatascience,CSS,17419,2022-01-16
https://github.com/cjvanlissa/developmentaldatascience,TeX,4833,2022-01-16
https://github.com/cjvanlissa/gitbook-demo,TeX,2790,2022-01-16
https://github.com/cjvanlissa/gitbook-demo,CSS,2615,2022-01-16
https://github.com/cjvanlissa/gorica,R,117200,2022-01-16
https://github.com/cjvanlissa/hroberts_cbs,R,40053,2022-01-16
https://github.com/cjvanlissa/hroberts_natural,TeX,136192,2022-01-16
https://github.com/cjvanlissa/hroberts_natural,R,12807,2022-01-16
https://github.com/cjvanlissa/IHBT-SEM,HTML,20225,2022-01-16
https://github.com/cjvanlissa/IHBT-SEM,R,19758,2022-01-16
https://github.com/cjvanlissa/IHBT-SEM,TeX,18126,2022-01-16
https://github.com/cjvanlissa/involvement_quant_qual,TeX,181062,2022-01-16
https://github.com/cjvanlissa/involvement_quant_qual,R,35152,2022-01-16
https://github.com/cjvanlissa/LazySEM,AutoHotkey,551441,2022-01-16
https://github.com/cjvanlissa/lise_microplastics,HTML,2076141,2022-01-16
https://github.com/cjvanlissa/lise_microplastics,R,28729,2022-01-16
https://github.com/cjvanlissa/lise_microplastics,TeX,2681,2022-01-16
https://github.com/cjvanlissa/MAC,R,8909,2022-01-16
https://github.com/cjvanlissa/manyanalysts_religion,HTML,1371779,2022-01-16
https://github.com/cjvanlissa/manyanalysts_religion,R,30949,2022-01-16
https://github.com/cjvanlissa/manyanalysts_religion,TeX,514,2022-01-16
https://github.com/cjvanlissa/metaforest,R,99284,2022-01-16
https://github.com/cjvanlissa/MetaForest_paper,R,92470,2022-01-16
https://github.com/cjvanlissa/meta_fathers,R,19193,2022-01-16
https://github.com/cjvanlissa/meta_workshop,TeX,132829,2022-01-16
https://github.com/cjvanlissa/missingnessTools,R,4493,2022-01-16
https://github.com/cjvanlissa/mixtures,R,5322,2022-01-16
https://github.com/cjvanlissa/moral_politics,HTML,995424,2022-01-16
https://github.com/cjvanlissa/moral_politics,R,75606,2022-01-16
https://github.com/cjvanlissa/moral_politics,TeX,487,2022-01-16
https://github.com/cjvanlissa/motley,R,89533,2022-01-16
https://github.com/cjvanlissa/mpib,HTML,16600,2022-01-16
https://github.com/cjvanlissa/mpib,R,10565,2022-01-16
https://github.com/cjvanlissa/mpib,TeX,1248,2022-01-16
https://github.com/cjvanlissa/MSRC_LPA,R,21007,2022-01-16
https://github.com/cjvanlissa/MSRC_LPA,HTML,18772,2022-01-16
https://github.com/cjvanlissa/MSRC_LPA,TeX,4892,2022-01-16
https://github.com/cjvanlissa/pema,Rich Text Format,48862424,2022-01-16
https://github.com/cjvanlissa/pema,C++,438057,2022-01-16
https://github.com/cjvanlissa/pema,R,350351,2022-01-16
https://github.com/cjvanlissa/pema,TeX,167333,2022-01-16
https://github.com/cjvanlissa/pema,Stan,29364,2022-01-16
https://github.com/cjvanlissa/placebo_adhd,HTML,25471,2022-01-16
https://github.com/cjvanlissa/placebo_adhd,R,20980,2022-01-16
https://github.com/cjvanlissa/placebo_adhd,TeX,487,2022-01-16
https://github.com/cjvanlissa/reproducible_template,R,5489,2022-01-16
https://github.com/cjvanlissa/resume,HTML,1741110,2022-01-16
https://github.com/cjvanlissa/resume,R,11860,2022-01-16
https://github.com/cjvanlissa/S20,TeX,25403,2022-01-16
https://github.com/cjvanlissa/S23,TeX,57368,2022-01-16
https://github.com/cjvanlissa/S23,R,1044,2022-01-16
https://github.com/cjvanlissa/S23_student,R,10445,2022-01-16
https://github.com/cjvanlissa/schumpe,R,22606,2022-01-16
https://github.com/cjvanlissa/schumpe,TeX,487,2022-01-16
https://github.com/cjvanlissa/storm_meta_father_mother,HTML,63765,2022-01-16
https://github.com/cjvanlissa/storm_meta_father_mother,R,55935,2022-01-16
https://github.com/cjvanlissa/storm_meta_father_mother,TeX,514,2022-01-16
https://github.com/cjvanlissa/TCSM,TeX,31965,2022-01-16
https://github.com/cjvanlissa/TCSM,R,3930,2022-01-16
https://github.com/cjvanlissa/TCSM_student,Scheme,3101,2022-01-16
https://github.com/cjvanlissa/TCSM_student,R,432,2022-01-16
https://github.com/cjvanlissa/teaching,R,1198,2022-01-16
https://github.com/cjvanlissa/test-gitbook,TeX,2790,2022-01-16
https://github.com/cjvanlissa/test-gitbook,CSS,2615,2022-01-16
https://github.com/cjvanlissa/test_gert,R,5,2022-01-16
https://github.com/cjvanlissa/test_https,R,597,2022-01-16
https://github.com/cjvanlissa/test_ssh,R,597,2022-01-16
https://github.com/cjvanlissa/tidySEM,R,824652,2022-01-16
https://github.com/cjvanlissa/tmp,HTML,15912,2022-01-16
https://github.com/cjvanlissa/tmp,R,6683,2022-01-16
https://github.com/cjvanlissa/tmp,TeX,514,2022-01-16
https://github.com/cjvanlissa/tmp_lakens,HTML,29832,2022-01-16
https://github.com/cjvanlissa/tmp_lakens,R,10337,2022-01-16
https://github.com/cjvanlissa/tmp_lakens,TeX,487,2022-01-16
https://github.com/cjvanlissa/veni_sysrev,HTML,1366576,2022-01-16
https://github.com/cjvanlissa/veni_sysrev,TeX,284065,2022-01-16
https://github.com/cjvanlissa/veni_sysrev,PostScript,123330,2022-01-16
https://github.com/cjvanlissa/veni_sysrev,R,103832,2022-01-16
https://github.com/cjvanlissa/veni_sysrev,CSS,5304,2022-01-16
https://github.com/cjvanlissa/veni_sysrev,JavaScript,507,2022-01-16
https://github.com/cjvanlissa/worcs,HTML,2332872,2022-01-16
https://github.com/cjvanlissa/worcs,TeX,177259,2022-01-16
https://github.com/cjvanlissa/worcs,R,143068,2022-01-16
https://github.com/cjvanlissa/worcs,Makefile,655,2022-01-16
https://github.com/cjvanlissa/worcs,Dockerfile,223,2022-01-16
https://github.com/cjvanlissa/worcs_demo,HTML,16072,2022-01-16
https://github.com/cjvanlissa/worcs_demo,R,10114,2022-01-16
https://github.com/cjvanlissa/worcs_demo,TeX,1246,2022-01-16
https://github.com/cjvanlissa/worcs_oscoffee,HTML,20819,2022-01-16
https://github.com/cjvanlissa/worcs_oscoffee,R,11718,2022-01-16
https://github.com/cjvanlissa/worcs_oscoffee,TeX,487,2022-01-16
https://github.com/CLARIAH/ATM,Jupyter Notebook,311848,2022-01-16
https://github.com/CLARIAH/ATM,Python,5019,2022-01-16
https://github.com/CLARIAH/ATM,R,367,2022-01-16
https://github.com/CLARIAH/benchmark,Python,4558,2022-01-16
https://github.com/CLARIAH/benchmark,R,611,2022-01-16
https://github.com/CLARIAH/burgerLinker,Java,209911,2022-01-16
https://github.com/CLARIAH/burgerLinker,Python,14905,2022-01-16
https://github.com/CLARIAH/cattle,JavaScript,486661,2022-01-16
https://github.com/CLARIAH/cattle,HTML,36485,2022-01-16
https://github.com/CLARIAH/cattle,Python,19019,2022-01-16
https://github.com/CLARIAH/cattle,CSS,15129,2022-01-16
https://github.com/CLARIAH/cattle,Shell,6618,2022-01-16
https://github.com/CLARIAH/cattle,Dockerfile,1212,2022-01-16
https://github.com/CLARIAH/cattle-druid,JavaScript,484482,2022-01-16
https://github.com/CLARIAH/cattle-druid,HTML,39853,2022-01-16
https://github.com/CLARIAH/cattle-druid,Python,28679,2022-01-16
https://github.com/CLARIAH/cattle-druid,CSS,14728,2022-01-16
https://github.com/CLARIAH/cattle-druid,Shell,6734,2022-01-16
https://github.com/CLARIAH/cattle-druid,Dockerfile,1199,2022-01-16
https://github.com/CLARIAH/claas-authentication,Python,19038,2022-01-16
https://github.com/CLARIAH/claas-authentication,Shell,2688,2022-01-16
https://github.com/CLARIAH/claas-authentication,Dockerfile,1167,2022-01-16
https://github.com/CLARIAH/claas-authentication,PHP,456,2022-01-16
https://github.com/CLARIAH/clariah-plus,Makefile,2483,2022-01-16
https://github.com/CLARIAH/clariah-plus,Python,1025,2022-01-16
https://github.com/CLARIAH/clariah-plus,TeX,241,2022-01-16
https://github.com/CLARIAH/clariah-plus-tasks,Makefile,405,2022-01-16
https://github.com/CLARIAH/COW,Python,52546,2022-01-16
https://github.com/CLARIAH/COW,Shell,621,2022-01-16
https://github.com/CLARIAH/DANE,Python,88671,2022-01-16
https://github.com/CLARIAH/DANE-server,Python,40658,2022-01-16
https://github.com/CLARIAH/DANE-server,JavaScript,15455,2022-01-16
https://github.com/CLARIAH/DANE-server,HTML,13411,2022-01-16
https://github.com/CLARIAH/DANE-server,TypeScript,631,2022-01-16
https://github.com/CLARIAH/geoconnect,Python,1211,2022-01-16
https://github.com/CLARIAH/grlc,Python,112289,2022-01-16
https://github.com/CLARIAH/grlc,HTML,9212,2022-01-16
https://github.com/CLARIAH/grlc,TeX,8293,2022-01-16
https://github.com/CLARIAH/grlc,Shell,7404,2022-01-16
https://github.com/CLARIAH/grlc,JavaScript,4107,2022-01-16
