html_url_repository,login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,site_admin,contributions
https://github.com/stan-dev/monostan,maverickg,68500,MDQ6VXNlcjY4NTAw,https://avatars.githubusercontent.com/u/68500?v=4,,https://api.github.com/users/maverickg,https://github.com/maverickg,https://api.github.com/users/maverickg/followers,https://api.github.com/users/maverickg/following{/other_user},https://api.github.com/users/maverickg/gists{/gist_id},https://api.github.com/users/maverickg/starred{/owner}{/repo},https://api.github.com/users/maverickg/subscriptions,https://api.github.com/users/maverickg/orgs,https://api.github.com/users/maverickg/repos,https://api.github.com/users/maverickg/events{/privacy},https://api.github.com/users/maverickg/received_events,User,False,463
https://github.com/stan-dev/monostan,rtrangucci,3925639,MDQ6VXNlcjM5MjU2Mzk=,https://avatars.githubusercontent.com/u/3925639?v=4,,https://api.github.com/users/rtrangucci,https://github.com/rtrangucci,https://api.github.com/users/rtrangucci/followers,https://api.github.com/users/rtrangucci/following{/other_user},https://api.github.com/users/rtrangucci/gists{/gist_id},https://api.github.com/users/rtrangucci/starred{/owner}{/repo},https://api.github.com/users/rtrangucci/subscriptions,https://api.github.com/users/rtrangucci/orgs,https://api.github.com/users/rtrangucci/repos,https://api.github.com/users/rtrangucci/events{/privacy},https://api.github.com/users/rtrangucci/received_events,User,False,426
https://github.com/stan-dev/monostan,stan-buildbot,3512237,MDQ6VXNlcjM1MTIyMzc=,https://avatars.githubusercontent.com/u/3512237?v=4,,https://api.github.com/users/stan-buildbot,https://github.com/stan-buildbot,https://api.github.com/users/stan-buildbot/followers,https://api.github.com/users/stan-buildbot/following{/other_user},https://api.github.com/users/stan-buildbot/gists{/gist_id},https://api.github.com/users/stan-buildbot/starred{/owner}{/repo},https://api.github.com/users/stan-buildbot/subscriptions,https://api.github.com/users/stan-buildbot/orgs,https://api.github.com/users/stan-buildbot/repos,https://api.github.com/users/stan-buildbot/events{/privacy},https://api.github.com/users/stan-buildbot/received_events,User,False,388
https://github.com/stan-dev/monostan,mbrubake,3383416,MDQ6VXNlcjMzODM0MTY=,https://avatars.githubusercontent.com/u/3383416?v=4,,https://api.github.com/users/mbrubake,https://github.com/mbrubake,https://api.github.com/users/mbrubake/followers,https://api.github.com/users/mbrubake/following{/other_user},https://api.github.com/users/mbrubake/gists{/gist_id},https://api.github.com/users/mbrubake/starred{/owner}{/repo},https://api.github.com/users/mbrubake/subscriptions,https://api.github.com/users/mbrubake/orgs,https://api.github.com/users/mbrubake/repos,https://api.github.com/users/mbrubake/events{/privacy},https://api.github.com/users/mbrubake/received_events,User,False,369
https://github.com/stan-dev/monostan,seantalts,805356,MDQ6VXNlcjgwNTM1Ng==,https://avatars.githubusercontent.com/u/805356?v=4,,https://api.github.com/users/seantalts,https://github.com/seantalts,https://api.github.com/users/seantalts/followers,https://api.github.com/users/seantalts/following{/other_user},https://api.github.com/users/seantalts/gists{/gist_id},https://api.github.com/users/seantalts/starred{/owner}{/repo},https://api.github.com/users/seantalts/subscriptions,https://api.github.com/users/seantalts/orgs,https://api.github.com/users/seantalts/repos,https://api.github.com/users/seantalts/events{/privacy},https://api.github.com/users/seantalts/received_events,User,False,296
https://github.com/stan-dev/monostan,randommm,4267674,MDQ6VXNlcjQyNjc2NzQ=,https://avatars.githubusercontent.com/u/4267674?v=4,,https://api.github.com/users/randommm,https://github.com/randommm,https://api.github.com/users/randommm/followers,https://api.github.com/users/randommm/following{/other_user},https://api.github.com/users/randommm/gists{/gist_id},https://api.github.com/users/randommm/starred{/owner}{/repo},https://api.github.com/users/randommm/subscriptions,https://api.github.com/users/randommm/orgs,https://api.github.com/users/randommm/repos,https://api.github.com/users/randommm/events{/privacy},https://api.github.com/users/randommm/received_events,User,False,278
https://github.com/stan-dev/monostan,akucukelbir,329960,MDQ6VXNlcjMyOTk2MA==,https://avatars.githubusercontent.com/u/329960?v=4,,https://api.github.com/users/akucukelbir,https://github.com/akucukelbir,https://api.github.com/users/akucukelbir/followers,https://api.github.com/users/akucukelbir/following{/other_user},https://api.github.com/users/akucukelbir/gists{/gist_id},https://api.github.com/users/akucukelbir/starred{/owner}{/repo},https://api.github.com/users/akucukelbir/subscriptions,https://api.github.com/users/akucukelbir/orgs,https://api.github.com/users/akucukelbir/repos,https://api.github.com/users/akucukelbir/events{/privacy},https://api.github.com/users/akucukelbir/received_events,User,False,208
https://github.com/stan-dev/monostan,bgoodri,3386282,MDQ6VXNlcjMzODYyODI=,https://avatars.githubusercontent.com/u/3386282?v=4,,https://api.github.com/users/bgoodri,https://github.com/bgoodri,https://api.github.com/users/bgoodri/followers,https://api.github.com/users/bgoodri/following{/other_user},https://api.github.com/users/bgoodri/gists{/gist_id},https://api.github.com/users/bgoodri/starred{/owner}{/repo},https://api.github.com/users/bgoodri/subscriptions,https://api.github.com/users/bgoodri/orgs,https://api.github.com/users/bgoodri/repos,https://api.github.com/users/bgoodri/events{/privacy},https://api.github.com/users/bgoodri/received_events,User,False,139
https://github.com/stan-dev/monostan,sakrejda,508137,MDQ6VXNlcjUwODEzNw==,https://avatars.githubusercontent.com/u/508137?v=4,,https://api.github.com/users/sakrejda,https://github.com/sakrejda,https://api.github.com/users/sakrejda/followers,https://api.github.com/users/sakrejda/following{/other_user},https://api.github.com/users/sakrejda/gists{/gist_id},https://api.github.com/users/sakrejda/starred{/owner}{/repo},https://api.github.com/users/sakrejda/subscriptions,https://api.github.com/users/sakrejda/orgs,https://api.github.com/users/sakrejda/repos,https://api.github.com/users/sakrejda/events{/privacy},https://api.github.com/users/sakrejda/received_events,User,False,130
https://github.com/stan-dev/monostan,jrnold,123968,MDQ6VXNlcjEyMzk2OA==,https://avatars.githubusercontent.com/u/123968?v=4,,https://api.github.com/users/jrnold,https://github.com/jrnold,https://api.github.com/users/jrnold/followers,https://api.github.com/users/jrnold/following{/other_user},https://api.github.com/users/jrnold/gists{/gist_id},https://api.github.com/users/jrnold/starred{/owner}{/repo},https://api.github.com/users/jrnold/subscriptions,https://api.github.com/users/jrnold/orgs,https://api.github.com/users/jrnold/repos,https://api.github.com/users/jrnold/events{/privacy},https://api.github.com/users/jrnold/received_events,User,False,64
