html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,date
https://github.com/UiL-OTS-labs/EDFPlusChecker,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/essay-annotation,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/iSpector,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/jspsych-spr-mw,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs-backoffice/SimpleSAML-Example-And-Documentation,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs-backoffice/UiL-OTS-Video-Coding-System,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/anonymouus,True,True,False,True,False,2022-08-13
https://github.com/UtrechtUniversity/cd2-ckan,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/clumped-processing,True,True,False,True,False,2022-08-13
https://github.com/UtrechtUniversity/dataprivacyhandbook,True,True,False,True,False,2022-08-13
https://github.com/UtrechtUniversity/emissions,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/google-semantic-location-history,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/irods-Csharp,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/oceanexplorer,True,True,False,True,False,2022-08-13
https://github.com/UtrechtUniversity/researchcloud-items,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/SWORDS-template,True,True,False,False,False,2022-08-13
https://github.com/UU-ComputerScience/ruler-systems,True,False,False,False,False,2022-08-13
https://github.com/UU-Hydro/RiverScape,True,False,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/cfh-lectures,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/corpus2alpino,True,True,False,False,False,2022-08-13
https://github.com/vankesteren/guitzli,True,True,False,False,False,2022-08-13
https://github.com/vankesteren/sem-computationgraphs,True,False,False,False,False,2022-08-13
https://github.com/wouter-swierstra/ants,True,False,False,False,False,2022-08-13
https://github.com/AJueling/CESM,True,False,False,False,False,2022-08-13
https://github.com/AJueling/LEC,True,True,False,False,False,2022-08-13
https://github.com/AJueling/Marit_DSL_thesis,True,False,False,False,False,2022-08-13
https://github.com/aldertzomer/vibrio_parahaemolyticus_genomoserotyping,True,True,False,False,False,2022-08-13
https://github.com/amices/callmice,True,False,False,False,False,2022-08-13
https://github.com/anastasiaGiachanou/Processing-Instagram-Packages,True,False,False,False,False,2022-08-13
https://github.com/anastasiaGiachanou/Text-Analysis-of-National-Artificial-Intelligence-Policies,True,False,False,False,False,2022-08-13
https://github.com/asreview/asreview-ranking-stability,True,True,False,False,False,2022-08-13
https://github.com/asreview/paper-guidelines-KIFMS,True,True,False,True,False,2022-08-13
https://github.com/asreview/paper-simulation-smid-2020-mbr,True,True,False,False,False,2022-08-13
https://github.com/basm92/applied_microeconometrics,True,False,False,False,False,2022-08-13
https://github.com/basm92/deep_learning,True,False,False,False,False,2022-08-13
https://github.com/basm92/econometrics_iii,True,False,False,False,False,2022-08-13
https://github.com/basm92/UU_PhD_BasMachielsen,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/machinelearning_class_four,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/metaforest,True,False,True,False,False,2022-08-13
https://github.com/cjvanlissa/meta_workshop,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/resume,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/veni_sysrev,True,True,False,False,False,2022-08-13
https://github.com/CLARIAH/ATM,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/cattle-druid,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/CLARIAH-use-cases,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/grlcR,True,True,False,False,False,2022-08-13
https://github.com/CLARIAH/IG-LOD,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/IG-Sustainability,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/IG-Workflows,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/ruminator,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/wp4-civreg,True,False,False,False,False,2022-08-13
https://github.com/CLARIAH/wp4-clioinfra,True,True,False,False,False,2022-08-13
https://github.com/CLARIAH/wp4-datalegend-api,True,True,False,False,False,2022-08-13
https://github.com/CLARIAH/wp4-druid,True,False,False,False,False,2022-08-13
https://github.com/computationalgeography/pycatch,True,True,False,False,False,2022-08-13
https://github.com/D-score/dscore,True,True,True,False,False,2022-08-13
https://github.com/daanreijnders/isoneutral-dispersion,True,True,False,False,False,2022-08-13
https://github.com/daob/Measurement-error-models,True,False,False,False,False,2022-08-13
https://github.com/daob/SQP,True,False,False,False,False,2022-08-13
https://github.com/davidcortesortuno/aps_search,True,False,False,False,False,2022-08-13
https://github.com/davidcortesortuno/master_thesis_physics_utfsm_2013,True,False,False,False,False,2022-08-13
https://github.com/davidcortesortuno/nebm_plot_tools,True,True,False,False,False,2022-08-13
https://github.com/davidcortesortuno/paper-2020_real-space_imaging_of_confined_magnetic_skyrmion_tubes,True,False,False,True,False,2022-08-13
https://github.com/davidcortesortuno/paper-2021_bloch_point_mediated_skyrmion_annihilation_in_three_dimensions,True,False,False,True,False,2022-08-13
https://github.com/DieStok/Basic-Machine-Learning-for-Bioinformatics,True,False,False,False,False,2022-08-13
https://github.com/duyguislakoglu/eulers_monopoly,True,False,False,False,False,2022-08-13
https://github.com/duyguislakoglu/functional_programming,True,False,False,False,False,2022-08-13
https://github.com/duyguislakoglu/julia_graph_convolutional_networks,True,False,False,False,False,2022-08-13
https://github.com/dzamrsky/SWAMPy-tools,True,False,False,False,False,2022-08-13
https://github.com/ekatrukha/AIS,True,False,False,False,False,2022-08-13
https://github.com/ekatrukha/Axonal_transport_model,True,True,False,False,False,2022-08-13
https://github.com/franciscapessanha/Lusitannia,True,False,False,False,False,2022-08-13
https://github.com/franciscapessanha/Pulmonary-nodules-analysis,True,False,False,False,False,2022-08-13
https://github.com/gbeckers/pyagl,True,True,False,False,False,2022-08-13
https://github.com/gbeckers/sound,True,True,False,False,False,2022-08-13
https://github.com/georkap/ego_md_mtl,True,True,False,False,False,2022-08-13
https://github.com/gerb-ster/EurorackBreakOutBoard,True,False,False,False,False,2022-08-13
https://github.com/gerb-ster/ModularSequencer,True,False,False,False,False,2022-08-13
https://github.com/gerb-ster/TR82-mk2-Kicks,True,False,False,False,False,2022-08-13
https://github.com/gerb-ster/TR82-mk2-Sequencer,True,False,False,False,False,2022-08-13
https://github.com/gerb-ster/YUSynth-VC-Stereo-Mixer,True,False,False,False,False,2022-08-13
https://github.com/gerkovink/evaluation,True,True,False,False,False,2022-08-13
https://github.com/gerkovink/fundamentals,True,True,False,False,False,2022-08-13
https://github.com/gerkovink/Markup-Programming,True,False,False,False,False,2022-08-13
https://github.com/gerkovink/markup2020,True,True,False,False,False,2022-08-13
https://github.com/gerkovink/markup2021,True,True,False,False,False,2022-08-13
https://github.com/gerkovink/MarkupLanguages2019,True,True,False,False,False,2022-08-13
https://github.com/gerkovink/MICEmeeting,True,False,False,False,False,2022-08-13
https://github.com/gerkovink/OpenScienceFund2022,True,True,False,False,False,2022-08-13
https://github.com/growthcharts/james,True,True,False,False,False,2022-08-13
https://github.com/haddocking/3D-DART,True,True,False,False,False,2022-08-13
https://github.com/haddocking/3D-DART-server,True,True,False,False,False,2022-08-13
https://github.com/haddocking/cport,True,True,False,False,True,2022-08-13
https://github.com/haddocking/EDES,True,True,False,False,False,2022-08-13
https://github.com/haddocking/MD-scoring,True,True,False,False,False,2022-08-13
https://github.com/haddocking/refine-EM-complexes,True,True,False,False,False,2022-08-13
https://github.com/haddocking/samplex,True,True,False,False,False,2022-08-13
https://github.com/haddocking/SARS-COV2-NTD-SIA-modelling,True,True,False,True,False,2022-08-13
https://github.com/haddocking/vmbuilder,True,False,False,False,False,2022-08-13
https://github.com/hamediut/GeoWGAN-GP,True,False,False,False,False,2022-08-13
https://github.com/hanneoberman/multilevelmice,True,True,False,False,False,2022-08-13
https://github.com/hanneoberman/real-time-missing,True,True,False,False,False,2022-08-13
https://github.com/hanneoberman/review_missing_data,True,True,False,False,False,2022-08-13
https://github.com/higher-bridge/copying-task-uu,True,True,False,False,False,2022-08-13
https://github.com/hnunner/relavod,True,False,False,True,False,2022-08-13
https://github.com/iv4xr-project/iv4xr-mbt,True,True,False,False,False,2022-08-13
https://github.com/iv4xr-project/iv4xr-rl-env,True,False,False,False,False,2022-08-13
https://github.com/iv4xr-project/iv4xrDemo,True,True,False,False,False,2022-08-13
https://github.com/iv4xr-project/jocc,True,True,False,False,False,2022-08-13
https://github.com/iv4xr-project/TESTAR_iv4xr,True,True,False,False,False,2022-08-13
https://github.com/japhir/2020-02_paleontology,True,False,False,False,False,2022-08-13
https://github.com/japhir/corepics,True,True,False,False,False,2022-08-13
https://github.com/japhir/cp-2018-42,True,True,False,True,False,2022-08-13
https://github.com/japhir/DnDRaces,True,False,False,False,False,2022-08-13
https://github.com/japhir/iodp-site-info,True,True,False,False,False,2022-08-13
https://github.com/jbikker/tmpl8pi,True,True,False,False,False,2022-08-13
https://github.com/JeroenDMulder/CID-goals-and-design,True,False,False,False,False,2022-08-13
https://github.com/JeroenDMulder/powRICLPM,True,True,True,False,False,2022-08-13
https://github.com/jhnienhuis/SubsidenceDelft3D,True,True,False,False,False,2022-08-13
https://github.com/jkorb/uureport,True,False,False,False,False,2022-08-13
https://github.com/JornBosma/EURECCA-WP2,True,True,False,False,False,2022-08-13
https://github.com/kordejong/hello_thesis,True,False,False,False,False,2022-08-13
https://github.com/kraaijenbrink/warmingstripes-3d,True,True,False,False,False,2022-08-13
https://github.com/kylelang/Introduction-to-R,True,True,False,False,False,2022-08-13
https://github.com/kylelang/Missing-Data-in-R,True,True,False,False,False,2022-08-13
https://github.com/kylelang/simulate-missing-data,True,True,False,False,False,2022-08-13
https://github.com/kylelang/stats-refs,True,True,False,False,False,2022-08-13
https://github.com/LauraGomezNavarro/OceanParcels_Lyapunov,True,False,False,False,False,2022-08-13
https://github.com/LauraGomezNavarro/SWOTmodule,True,False,False,False,False,2022-08-13
https://github.com/lauralwd/Azolla_genus_metagenome,True,True,False,False,False,2022-08-13
https://github.com/lcvriend/laserbeans,True,False,False,False,False,2022-08-13
https://github.com/lukavdplas/historic-dutch-city-names,True,True,False,False,False,2022-08-13
https://github.com/MarcelRobeer/explabox,True,True,True,False,False,2022-08-13
https://github.com/mountainhydrology/pub_kraaijenbrink-glaciermodel,True,True,False,False,False,2022-08-13
https://github.com/MycrofD/alice_Djets,True,False,False,False,False,2022-08-13
https://github.com/nanoepics/CETgraph,True,True,False,False,False,2022-08-13
https://github.com/nehamoopen/privacy-engineering-tools,True,False,False,False,False,2022-08-13
https://github.com/nlpsoc/STEL,True,True,False,False,False,2022-08-13
https://github.com/OceanParcels/biofouling_3dtransport_2,True,True,False,False,False,2022-08-13
https://github.com/OceanParcels/continuous_integration_example,True,True,False,False,False,2022-08-13
https://github.com/OceanParcels/drifter_trajectories_network,True,True,False,False,False,2022-08-13
https://github.com/OceanParcels/Mediterranean_inverse_modelling,True,False,False,False,False,2022-08-13
https://github.com/OceanParcels/near_surface_microplastic,True,True,False,False,False,2022-08-13
https://github.com/OceanParcels/ParcelsBenchmark_SGEscrips,True,False,False,False,False,2022-08-13
https://github.com/OceanParcels/ParcelsBenchmark_SLURMscripts,True,False,False,False,False,2022-08-13
https://github.com/OceanParcels/parcels_pubic_animation,True,False,False,False,False,2022-08-13
https://github.com/OceanParcels/SKIM-garbagepatchlocations,True,True,False,False,False,2022-08-13
https://github.com/pcraster/rasterformat,True,False,False,False,False,2022-08-13
https://github.com/penghaorui/Specfem2D_debug,True,False,False,False,False,2022-08-13
https://github.com/puregome/notebooks,True,True,True,True,True,2022-08-13
https://github.com/rebeccakuiper/ChiBarSq.DiffTest,True,True,False,False,False,2022-08-13
https://github.com/rebeccakuiper/Tutorials,True,True,False,False,False,2022-08-13
https://github.com/Rel-incode/ric-ontology,True,False,False,False,False,2022-08-13
https://github.com/RELabUU/BakeRE,True,False,False,False,False,2022-08-13
https://github.com/RELabUU/visual-narrator-adapted-for-revv,True,False,False,False,False,2022-08-13
https://github.com/rhoitink/slstools,True,True,False,False,False,2022-08-13
https://github.com/SanliFaez/labphew,True,True,False,False,False,2022-08-13
https://github.com/sara-vanerp/shinyBSEM,True,True,False,False,False,2022-08-13
https://github.com/sergioespana/openBest,True,False,False,False,False,2022-08-13
https://github.com/sergioespana/openESEA,True,True,False,False,False,2022-08-13
https://github.com/ShNadi/okcupid,True,True,False,False,False,2022-08-13
https://github.com/sodascience/ddi-synth,True,True,False,False,False,2022-08-13
https://github.com/sodascience/presentation-osmenrich-sig,True,False,False,False,False,2022-08-13
https://github.com/Southparkfan/cms,True,True,False,False,False,2022-08-13
https://github.com/Southparkfan/WMT-bots,True,True,False,False,False,2022-08-13
https://github.com/stan-dev/stan2tfp,True,True,False,False,False,2022-08-13
https://github.com/stefanoschmidt1995/BH_geodesics,True,False,False,False,False,2022-08-13
https://github.com/stefanoschmidt1995/GWPhone,True,False,False,False,False,2022-08-13
https://github.com/stefanoschmidt1995/LSN_Stefano_Schmidt,True,False,False,False,False,2022-08-13
https://github.com/stefanoschmidt1995/ML_ODE,True,True,False,False,False,2022-08-13
https://github.com/stefvanbuuren/academic,True,False,False,False,False,2022-08-13
https://github.com/stefvanbuuren/AGD,True,False,False,False,False,2022-08-13
https://github.com/stefvanbuuren/harmonisation_warsaw_2019,True,False,False,False,False,2022-08-13
https://github.com/stefvanbuuren/minihealth,True,True,False,False,False,2022-08-13
https://github.com/stefvanbuuren/RECAPworkshop,True,False,False,False,False,2022-08-13
https://github.com/SytseGroenwold/delay-risks-sprints,True,False,False,False,False,2022-08-13
https://github.com/TabeaSonnenschein/SubwayExpansionAndAmenityMix,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/BASH-db-synchronise.sh,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/jspsych-stroop-zinnen,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/jspsych-uil-template-docs,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/jspsych-uil-utils,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/pyteensy,True,True,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/PYTHON-pl4curvefitter-carolien-van-den-hazelkamp,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/streamupload,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs/ZEP-emotional-mandarin,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs-backoffice/Linux-Shell-webcam-recorder,True,False,False,False,False,2022-08-13
https://github.com/UiL-OTS-labs-backoffice/sound_eeg,True,True,False,False,False,2022-08-13
https://github.com/UtrechtCoastalGroup/Self-organization-of-a-biogeomorphic-landscape-controlled-by-plant-life-history-traits,True,False,False,False,False,2022-08-13
https://github.com/UtrechtRiversEstuaries/tidalnetwork_1D,True,False,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/cTORS,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/DCC2021-FAIRYODA4Communities,True,False,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/epos-msl-theme,True,True,True,False,False,2022-08-13
https://github.com/UtrechtUniversity/ia-webscraping,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/ii,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/irods-consistency-check,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/irods-ruleset-research,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/irods-uu-microservices,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/iswitch,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/MATLAB-on-HPC,True,False,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/reclarify,True,True,False,True,False,2022-08-13
https://github.com/UtrechtUniversity/remindo-api,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/SCCA,True,True,False,True,False,2022-08-13
https://github.com/UtrechtUniversity/streetview-greenery,True,False,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/tweet_collector,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/uu-jekyll-theme,True,False,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/uupeeps,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/vagrant-irods,True,True,False,False,False,2022-08-13
https://github.com/UtrechtUniversity/workshop-r-for-humanities,True,True,False,False,False,2022-08-13
https://github.com/UU-ComputerScience/ag-pictgen,True,True,False,False,False,2022-08-13
https://github.com/UU-ComputerScience/uhc-pubs,True,False,False,False,False,2022-08-13
https://github.com/UU-ComputerScience/uu-interleaved,True,True,False,False,False,2022-08-13
https://github.com/UU-ComputerScience/uu-options,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/chamd,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/daycare-ethics,True,False,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/digital-atlas,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/GrETEL-upload,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/historic-hebrew-dates,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/issues-exporter,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/theaterdramaturgiebank,True,True,False,False,False,2022-08-13
https://github.com/UUDigitalHumanitieslab/youtube-comment-collector,True,False,False,False,False,2022-08-13
https://github.com/vankesteren/efast,True,True,False,True,False,2022-08-13
https://github.com/vankesteren/ema_simulations,True,False,False,False,False,2022-08-13
https://github.com/vankesteren/f1model,True,True,False,True,False,2022-08-13
https://github.com/vankesteren/fair_measurement,True,True,False,False,False,2022-08-13
https://github.com/vankesteren/loratemp,True,False,False,False,False,2022-08-13
https://github.com/vankesteren/memplot,True,True,False,False,False,2022-08-13
https://github.com/vankesteren/streetcompare,True,False,False,False,False,2022-08-13
https://github.com/velgias/Template,True,False,False,False,False,2022-08-13
https://github.com/vitality-data-center/development-API,True,False,False,False,False,2022-08-13
https://github.com/wouter-swierstra/concepts-slide-template,True,False,False,False,False,2022-08-13
https://github.com/wouter-swierstra/formal-methods-nl,True,False,False,False,False,2022-08-13
https://github.com/wouter-swierstra/fp-dag,True,False,False,False,False,2022-08-13
https://github.com/wouter-swierstra/logic-notes,True,True,False,False,False,2022-08-13
https://github.com/xiedanghan/MangroveVulnerabilityModel,True,False,False,False,False,2022-08-13
https://github.com/a-quei/guanyi.cls,True,True,False,False,False,2022-08-13
https://github.com/a-quei/mtuna-annotated,True,False,False,False,False,2022-08-13
https://github.com/a-quei/neuralreg-re-evaluation,True,False,False,False,False,2022-08-13
https://github.com/a-quei/qtuna,True,False,False,False,False,2022-08-13
https://github.com/a-quei/quantified-description-generation,True,False,False,False,False,2022-08-13
https://github.com/AJueling/AMWG,True,True,False,False,False,2022-08-13
https://github.com/AJueling/EC-Earth3-data,True,True,False,False,False,2022-08-13
https://github.com/AJueling/FW-code,True,True,False,True,False,2022-08-13
https://github.com/AJueling/thesis-figures,True,True,False,False,False,2022-08-13
https://github.com/aldertzomer/essentials,True,False,False,False,False,2022-08-13
https://github.com/aldertzomer/Microbial-Genomics-2019,True,True,False,True,False,2022-08-13
https://github.com/aldertzomer/ResistNanome,True,False,False,False,False,2022-08-13
https://github.com/aldertzomer/scripts,True,False,False,False,False,2022-08-13
https://github.com/amices/dsMiceClient,True,False,False,False,False,2022-08-13
https://github.com/amices/mice3paper,True,True,False,False,False,2022-08-13
https://github.com/amices/MiceLearnr,True,True,False,False,False,2022-08-13
https://github.com/amices/Synthemice,True,True,False,False,False,2022-08-13
https://github.com/anastasiaGiachanou/google_semantic_location,True,False,False,False,False,2022-08-13
https://github.com/anastasiaGiachanou/Programming-with-Python,True,True,False,False,False,2022-08-13
https://github.com/annalenalamprecht/instructional-code,True,True,False,False,False,2022-08-13
https://github.com/AnnavdKaaden/FrontiersPaper2020,True,False,False,False,False,2022-08-13
https://github.com/AnnavdKaaden/ImageAnnotation,True,False,False,False,False,2022-08-13
https://github.com/aromanowski/2021-03-19-carpentries-test,True,True,False,True,False,2022-08-13
https://github.com/aromanowski/binder,True,False,False,False,False,2022-08-13
https://github.com/aromanowski/Circadian_rhythms_and_alternative_splicing,True,True,False,False,False,2022-08-13
https://github.com/aromanowski/Circadian_rhythms_and_alternative_splicing-atspf30-1-scripts-,True,True,False,False,False,2022-08-13
https://github.com/aromanowski/group-website,True,True,False,False,False,2022-08-13
https://github.com/aromanowski/leaf3_dev,True,True,False,False,False,2022-08-13
https://github.com/aromanowski/LeafDev-app,True,True,False,False,False,2022-08-13
https://github.com/aromanowski/old_faithful,True,False,False,False,False,2022-08-13
https://github.com/aromanowski/roar_workshop,True,False,False,False,False,2022-08-13
https://github.com/asreview/.github,True,False,False,False,False,2022-08-13
https://github.com/asreview/asreview-multilingual-feature-extractor,True,True,False,False,False,2022-08-13
https://github.com/asreview/paper-depression-brouwer-simulation-ATD,True,True,False,True,False,2022-08-13
https://github.com/asreview/paper-megameta-hyperparameter-training,True,True,False,True,False,2022-08-13
https://github.com/basm92/basm92,True,False,False,False,False,2022-08-13
https://github.com/basm92/Big-Data-Big-Questions,True,False,False,False,False,2022-08-13
https://github.com/basm92/Clio,True,False,False,False,False,2022-08-13
https://github.com/basm92/conclusion_phdthesis,True,False,False,False,False,2022-08-13
https://github.com/basm92/datasciencecoursera,True,False,False,False,False,2022-08-13
https://github.com/basm92/econometrics2,True,False,False,False,False,2022-08-13
https://github.com/basm92/econometrics_i,True,False,False,False,False,2022-08-13
https://github.com/basm92/Getting-and-Cleaning-Data,True,False,False,False,False,2022-08-13
https://github.com/basm92/hdng,True,True,False,False,False,2022-08-13
https://github.com/basm92/jesper_work,True,False,False,False,False,2022-08-13
https://github.com/basm92/macroeconomics_i,True,False,False,False,False,2022-08-13
https://github.com/basm92/micro2_gametheory,True,False,False,False,False,2022-08-13
https://github.com/basm92/Miscprojects,True,False,False,False,False,2022-08-13
https://github.com/basm92/Polcon_Indonesia,True,False,False,False,False,2022-08-13
https://github.com/basm92/polelite_votingbehavior,True,False,False,False,False,2022-08-13
https://github.com/basm92/Polrents,True,False,False,False,False,2022-08-13
https://github.com/basm92/replication_packages,True,False,False,False,False,2022-08-13
https://github.com/basm92/R_Introduction,True,False,False,False,False,2022-08-13
https://github.com/basm92/TheWoDPE,True,False,False,False,False,2022-08-13
https://github.com/basm92/website,True,False,False,False,False,2022-08-13
https://github.com/Bastiaansen/Climate_Feedback_Projections,True,True,False,False,False,2022-08-13
https://github.com/berg0138/NumericalMethods_Python,True,False,False,False,False,2022-08-13
https://github.com/billjee/BataclanSlim,True,False,False,False,False,2022-08-13
https://github.com/bjcs39/bjcs39,True,False,False,False,False,2022-08-13
https://github.com/bjcs39/Import-Data,True,False,False,False,False,2022-08-13
https://github.com/boer0107/PlanS_compliancy,True,False,False,False,False,2022-08-13
https://github.com/bokertof/alignment,True,False,False,False,False,2022-08-13
https://github.com/bokertof/ChemTokenizer,True,False,False,False,False,2022-08-13
https://github.com/bokertof/cif_reader,True,False,False,False,False,2022-08-13
https://github.com/bokertof/deep_learning_projects,True,False,False,False,False,2022-08-13
https://github.com/bokertof/vdw,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/analysis,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/deep_learning_class,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/deep_learning_classthree,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/deep_learning_classtwo,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/homework_fall2020,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/HumanLearning,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/JAAMAS2020,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/Mario,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/neuralSentence,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/publications,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/pursuitgame,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/resume,True,False,False,False,False,2022-08-13
https://github.com/chauncyzhu/squad,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/bain_parser,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/bayesynth,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/BFpack_paper,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/coping_covid,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/developmentaldatascience,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/gorica,True,False,True,False,False,2022-08-13
https://github.com/cjvanlissa/hackaton_sciencefunding,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/hroberts_cbs,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/hroberts_natural,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/ic_mixture,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/IHBT-SEM,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/involvement_quant_qual,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/LazySEM,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/lise_microplastics,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/MAC,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/manyanalysts_religion,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/MetaForest_paper,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/meta_caregivers,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/meta_fathers,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/missingnessTools,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/mixtures,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/moral_politics,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/motley,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/mpib,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/MSRC_LPA,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/pac_presentation,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/pema,True,False,True,False,False,2022-08-13
https://github.com/cjvanlissa/placebo_adhd,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/psycorona_trust,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/reproducible_template,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/S20,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/S23,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/S23_student,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/schumpe,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/shiny_errata,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/shiny_welzijnsmeter,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/sra_demo,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/storm_meta_father_mother,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/TCSM,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/TCSM_student,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/teaching,True,False,False,False,False,2022-08-13
https://github.com/cjvanlissa/test-gitbook,True,True,False,False,False,2022-08-13
https://github.com/cjvanlissa/test_gert,True,False,False,False,False,2022-08-13
