html_url_repository,vcs_usage,life_span,first_commit_user,first_commit_date,repo_active,date
https://github.com/cjvanlissa/tmp_lakens,False,0,False,cjvanlissa,2020-06-26,2022-09-20
https://github.com/cjvanlissa/universe,True,285,True,cjvanlissa,2021-07-25,2022-09-20
https://github.com/cjvanlissa/veni_sysrev,True,529,False,cjvanlissa,2020-03-23,2022-09-20
https://github.com/cjvanlissa/worcs,True,966,True,cjvanlissa,2020-01-11,2022-09-20
https://github.com/cjvanlissa/worcshop_demo,False,0,False,cjvanlissa,2020-07-09,2022-09-20
https://github.com/cjvanlissa/worcs_demo,False,0,False,cjvanlissa,2020-08-19,2022-09-20
https://github.com/cjvanlissa/worcs_oscoffee,False,0,False,cjvanlissa,2021-03-11,2022-09-20
https://github.com/CLARIAH/ATM,True,706,False,rlzijdeman,2018-06-25,2022-09-20
https://github.com/CLARIAH/awesome-humanities-ontologies,True,1013,True,albertmeronyo,2019-08-06,2022-09-20
https://github.com/CLARIAH/BdVteaching,True,27,False,rlzijdeman,2018-05-01,2022-09-20
https://github.com/CLARIAH/BdVteaching-queries,True,28,False,rlzijdeman,2018-05-02,2022-09-20
https://github.com/CLARIAH/benchmark,False,0,False,kathrinrin,2015-11-10,2022-09-20
https://github.com/CLARIAH/burgerLinker,True,577,True,raadjoe,2021-02-16,2022-09-20
https://github.com/CLARIAH/cattle,True,1680,True,albertmeronyo,2017-11-17,2022-09-20
https://github.com/CLARIAH/cattle-druid,True,368,False,albertmeronyo,2017-11-17,2022-09-20
https://github.com/CLARIAH/claas-authentication,True,100,False,jblom,2020-02-10,2022-09-20
https://github.com/CLARIAH/clariah-plus,True,745,True,marijnkoolen,2020-08-27,2022-09-20
https://github.com/CLARIAH/clariah-plus-tasks,True,206,True,proycon,2021-04-25,2022-09-20
https://github.com/CLARIAH/CLARIAH-use-cases,True,3,False,lilimelgar,2019-11-15,2022-09-20
https://github.com/CLARIAH/COW,True,2642,True,RinkeHoekstra,2015-06-16,2022-09-20
https://github.com/CLARIAH/cow_tutorial,False,0,False,rlzijdeman,2021-03-05,2022-09-20
https://github.com/CLARIAH/DANE,True,1029,True,Nanne,2019-11-25,2022-09-20
https://github.com/CLARIAH/DANE-server,True,971,True,Nanne,2020-01-22,2022-09-20
https://github.com/CLARIAH/data-stories,True,90,True,menzowindhouwer,2022-04-01,2022-09-20
https://github.com/CLARIAH/geoconnect,False,0,False,rlzijdeman,2020-11-13,2022-09-20
https://github.com/CLARIAH/grlc,True,2320,True,albertmeronyo,2015-11-13,2022-09-20
https://github.com/CLARIAH/grlc-queries,True,546,True,albertmeronyo,2020-05-01,2022-09-20
https://github.com/CLARIAH/grlcR,True,18,False,rlzijdeman,2017-07-12,2022-09-20
https://github.com/CLARIAH/harvest-config,True,134,True,menzowindhouwer,2022-02-24,2022-09-20
https://github.com/CLARIAH/HDNG,True,142,False,RJMourits,2021-03-09,2022-09-20
https://github.com/CLARIAH/hhucap,True,1115,False,rlzijdeman,2017-03-01,2022-09-20
https://github.com/CLARIAH/humigec,False,0,False,rlzijdeman,2018-06-08,2022-09-20
https://github.com/CLARIAH/IG,True,398,True,rlzijdeman,2020-10-15,2022-09-20
https://github.com/CLARIAH/IG-Annotation,True,447,True,marijnkoolen,2020-08-27,2022-09-20
https://github.com/CLARIAH/IG-AVProcessing,True,446,True,jblom,2020-08-28,2022-09-20
https://github.com/CLARIAH/IG-Curation,True,385,True,sebastiaanderks,2020-10-28,2022-09-20
https://github.com/CLARIAH/IG-LOD,True,443,True,rlzijdeman,2020-08-31,2022-09-20
https://github.com/CLARIAH/IG-LOD-Findability,True,24,False,rsiebes,2021-03-19,2022-09-20
https://github.com/CLARIAH/IG-Sustainability,True,77,False,raadjoe,2021-04-08,2022-09-20
https://github.com/CLARIAH/IG-Text,True,446,True,proycon,2020-08-28,2022-09-20
https://github.com/CLARIAH/IG-Vocabularies,True,222,True,menzowindhouwer,2021-04-09,2022-09-20
https://github.com/CLARIAH/IG-Workflows,True,446,True,proycon,2020-08-28,2022-09-20
https://github.com/CLARIAH/iribaker,True,1911,False,RinkeHoekstra,2015-07-17,2022-09-20
https://github.com/CLARIAH/jobHoard,True,1194,False,rlzijdeman,2017-07-06,2022-09-20
https://github.com/CLARIAH/LDProxy,True,71,False,menzowindhouwer,2021-04-18,2022-09-20
https://github.com/CLARIAH/LINKS,True,11,False,rlzijdeman,2020-04-03,2022-09-20
https://github.com/CLARIAH/mediasuite-blog,True,479,False,jblom,2017-12-05,2022-09-20
https://github.com/CLARIAH/nlgis,False,0,False,rlzijdeman,2021-03-11,2022-09-20
https://github.com/CLARIAH/oai-rs-client,True,1013,False,renevanderark,2016-01-14,2022-09-20
https://github.com/CLARIAH/pure3d,True,153,True,dirkroorda,2022-04-19,2022-09-20
https://github.com/CLARIAH/qber,True,1110,False,RinkeHoekstra,2015-01-08,2022-09-20
https://github.com/CLARIAH/ruminator,True,54,False,mmmenno,2017-11-12,2022-09-20
https://github.com/CLARIAH/scholarly-web-annotation,True,49,False,marijnkoolen,2019-04-08,2022-09-20
https://github.com/CLARIAH/scholarly-web-annotation-server,True,1579,False,marijnkoolen,2017-01-12,2022-09-20
https://github.com/CLARIAH/serpens,True,662,False,MvanErp,2017-07-24,2022-09-20
https://github.com/CLARIAH/skosmos,True,65,True,menzowindhouwer,2022-07-15,2022-09-20
https://github.com/CLARIAH/software-quality-guidelines,True,862,False,proycon,2016-03-23,2022-09-20
https://github.com/CLARIAH/stan-client,True,396,False,jblom,2019-10-03,2022-09-20
https://github.com/CLARIAH/tool-discovery,True,546,True,proycon,2021-03-22,2022-09-20
https://github.com/CLARIAH/tool-metadata,False,0,False,proycon,2018-06-14,2022-09-20
https://github.com/CLARIAH/usecases,True,342,True,proycon,2020-12-10,2022-09-20
https://github.com/CLARIAH/video-annotation-interoperability,True,835,False,marijnkoolen,2018-07-25,2022-09-20
https://github.com/CLARIAH/virtuoso-quad-log,True,233,False,jauco,2016-01-11,2022-09-20
https://github.com/CLARIAH/vocabs,False,0,False,albertmeronyo,2017-09-10,2022-09-20
https://github.com/CLARIAH/webannotation-examples,True,27,True,brambg,2022-02-02,2022-09-20
https://github.com/CLARIAH/wp2-GISLOD,True,29,False,rlzijdeman,2017-02-01,2022-09-20
https://github.com/CLARIAH/wp2-interaction,False,0,False,rlzijdeman,2015-10-20,2022-09-20
https://github.com/CLARIAH/wp3-head-words,True,1,False,rlzijdeman,2016-06-30,2022-09-20
https://github.com/CLARIAH/wp3-management,True,2,True,proycon,2021-10-11,2022-09-20
https://github.com/CLARIAH/wp3-multilingual-finegrained-entity-typing,False,0,False,MvanErp,2017-08-02,2022-09-20
https://github.com/CLARIAH/wp3-queries,False,0,False,RinkeHoekstra,2016-06-08,2022-09-20
https://github.com/CLARIAH/wp3-semantic-parsing-Dutch,True,13,False,MvanErp,2016-09-30,2022-09-20
https://github.com/CLARIAH/wp3-vocab-conversion,True,814,False,MvanErp,2016-08-30,2022-09-20
https://github.com/CLARIAH/wp4-civreg,True,706,False,rijpma,2019-09-20,2022-09-20
https://github.com/CLARIAH/wp4-clioinfra,True,2019,True,morkor,2017-02-28,2022-09-20
https://github.com/CLARIAH/wp4-cow-conversions,True,1391,False,rlzijdeman,2017-10-21,2022-09-20
https://github.com/CLARIAH/wp4-datalegend-api,True,834,False,RinkeHoekstra,2015-01-08,2022-09-20
https://github.com/CLARIAH/wp4-dataset-management,True,37,False,RinkeHoekstra,2017-03-06,2022-09-20
https://github.com/CLARIAH/wp4-docs,True,122,False,RinkeHoekstra,2015-06-29,2022-09-20
https://github.com/CLARIAH/wp4-druid,True,1,False,rlzijdeman,2017-09-25,2022-09-20
https://github.com/CLARIAH/wp4-inspector,True,838,False,RinkeHoekstra,2015-01-08,2022-09-20
https://github.com/computationalgeography/campo,True,489,True,OliverSchmitz,2020-09-29,2022-09-20
https://github.com/computationalgeography/hello_eejit,True,39,False,kordejong,2021-03-01,2022-09-20
https://github.com/computationalgeography/land_surface_data_generator,True,2,True,OliverSchmitz,2021-11-01,2022-09-20
https://github.com/computationalgeography/lue,True,2281,True,kordejong,2016-06-22,2022-09-20
https://github.com/computationalgeography/lue_qa,True,15,True,kordejong,2022-06-07,2022-09-20
https://github.com/computationalgeography/minimal_biomass_soil_model,True,65,True,DerekKarssenberg,2021-08-30,2022-09-20
https://github.com/computationalgeography/obia,True,24,True,edwinkost,2021-11-16,2022-09-20
https://github.com/computationalgeography/opengeohub2021,True,28,False,OliverSchmitz,2021-08-05,2022-09-20
https://github.com/computationalgeography/paper_2020_scalable_algorithms,True,440,False,kordejong,2020-06-19,2022-09-20
https://github.com/computationalgeography/paper_2021_routing,True,378,True,kordejong,2021-01-21,2022-09-20
https://github.com/computationalgeography/pycatch,True,405,False,DerekKarssenberg,2020-07-17,2022-09-20
https://github.com/D-score/childdevdata,True,33,False,stefvanbuuren,2021-03-17,2022-09-20
https://github.com/D-score/dbook-apps,True,237,False,stefvanbuuren,2020-04-16,2022-09-20
https://github.com/D-score/dbook1,True,1056,False,stefvanbuuren,2018-04-04,2022-09-20
https://github.com/D-score/dbook2,True,1129,False,stefvanbuuren,2018-04-04,2022-09-20
https://github.com/D-score/dscore,True,2446,True,stefvanbuuren,2015-12-27,2022-09-20
https://github.com/D-score/gsedread,True,82,True,stefvanbuuren,2022-05-19,2022-09-20
https://github.com/D-score/gsedscripts,True,79,True,stefvanbuuren,2022-05-25,2022-09-20
https://github.com/daanreijnders/arctic-connectivity,True,878,True,daanreijnders,2019-04-29,2022-09-20
https://github.com/daanreijnders/bound-to-the-data,True,52,True,daanreijnders,2022-05-20,2022-09-20
